# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
2245 -0.09256120771169662 0.24493597447872162 0.9731936454772949 255 255 255 1.0 4 2244
2246 0.2178744375705719 0.2434445321559906 0.9665116667747498 255 255 255 1.0 4 2245
2247 0.25751954317092896 0.24381080269813538 0.9674707651138306 255 255 255 1.0 4 2246
2248 -0.5605126619338989 0.24535039067268372 0.9734070897102356 255 255 255 1.0 4 2247
2249 -0.3719800114631653 0.24459052085876465 0.9701861143112183 255 255 255 1.0 4 2248
2250 -0.09121333062648773 0.2444506138563156 0.9697941541671753 255 255 255 1.0 4 2249
2251 0.21734561026096344 0.24400468170642853 0.9671924114227295 255 255 255 1.0 4 2250
2252 0.22019197046756744 0.24555446207523346 0.9736555814743042 255 255 255 1.0 4 2251
2253 -0.3161952495574951 0.24486079812049866 0.9704371094703674 255 255 255 1.0 4 2252
2254 -0.09311670809984207 0.24357083439826965 0.9648590087890625 255 255 255 1.0 4 2253
2255 -0.5589244961738586 0.2467687726020813 0.9759145975112915 255 255 255 1.0 4 2254
2256 -0.3824143707752228 0.2453460991382599 0.9706919193267822 255 255 255 1.0 4 2255
2257 -0.318389892578125 0.24532881379127502 0.9709235429763794 255 255 255 1.0 4 2256
2258 0.0296110138297081 0.24486403167247772 0.9687148928642273 255 255 255 1.0 4 2257
2259 0.07808135449886322 0.24417978525161743 0.9662998914718628 255 255 255 1.0 4 2258
2260 0.18997164070606232 0.2427576333284378 0.9607133865356445 255 255 255 1.0 4 2259
2261 0.4822108745574951 0.24257774651050568 0.9590567350387573 255 255 255 1.0 4 2260
2262 -0.5557017922401428 0.24571938812732697 0.9715358018875122 255 255 255 1.0 4 2261
2263 -0.14070512354373932 0.24420014023780823 0.9659947156906128 255 255 255 1.0 4 2262
2264 -0.036013174802064896 0.24485823512077332 0.967876136302948 255 255 255 1.0 4 2263
2265 0.07626011967658997 0.24385470151901245 0.9644955396652222 255 255 255 1.0 4 2264
2266 0.21952715516090393 0.2453039437532425 0.9693272709846497 255 255 255 1.0 4 2265
2267 -0.3562498986721039 0.24601587653160095 0.9718453288078308 255 255 255 1.0 4 2266
2268 -0.26445165276527405 0.24520784616470337 0.9681629538536072 255 255 255 1.0 4 2267
2269 0.12971565127372742 0.2442590743303299 0.964271068572998 255 255 255 1.0 4 2268
2270 0.20253540575504303 0.2440226674079895 0.9629221558570862 255 255 255 1.0 4 2269
2271 -0.1360854208469391 0.24439330399036407 0.9644982814788818 255 255 255 1.0 4 2270
2272 -0.10134143382310867 0.2439519315958023 0.9622973799705505 255 255 255 1.0 4 2271
2273 -0.020864786580204964 0.2434554100036621 0.9605695009231567 255 255 255 1.0 4 2272
2274 -0.4716673493385315 0.24640724062919617 0.9706209897994995 255 255 255 1.0 4 2273
2275 -0.4434235394001007 0.246046781539917 0.9692339301109314 255 255 255 1.0 4 2274
2276 -0.18337726593017578 0.24509595334529877 0.9655428528785706 255 255 255 1.0 4 2275
2277 -0.19464336335659027 0.24540334939956665 0.9658845663070679 255 255 255 1.0 4 2276
2278 -0.07713495194911957 0.24491062760353088 0.9637104272842407 255 255 255 1.0 4 2277
2279 0.034499071538448334 0.24462281167507172 0.9625966548919678 255 255 255 1.0 4 2278
2280 -0.11340076476335526 0.24523119628429413 0.964139461517334 255 255 255 1.0 4 2279
2281 -0.074923574924469 0.24561534821987152 0.9657684564590454 255 255 255 1.0 4 2280
2282 -0.008361672051250935 0.2440968155860901 0.960413932800293 255 255 255 1.0 4 2281
2283 -0.34677213430404663 0.24590782821178436 0.9663955569267273 255 255 255 1.0 4 2282
2284 0.1573461890220642 0.24476362764835358 0.9615167379379272 255 255 255 1.0 4 2283
2285 0.17545665800571442 0.2443307340145111 0.9605314135551453 255 255 255 1.0 4 2284
2286 0.20789724588394165 0.24589602649211884 0.9658371806144714 255 255 255 1.0 4 2285
2287 -0.45055171847343445 0.2461794763803482 0.9661940336227417 255 255 255 1.0 4 2286
2288 -0.21152864396572113 0.24505455791950226 0.9625511169433594 255 255 255 1.0 4 2287
2289 -0.16279636323451996 0.24502329528331757 0.9620223641395569 255 255 255 1.0 4 2288
2290 -0.28781604766845703 0.24514156579971313 0.9622352123260498 255 255 255 1.0 4 2289
2291 0.07278205454349518 0.2455914318561554 0.9635935425758362 255 255 255 1.0 4 2290
2292 0.19060757756233215 0.24477696418762207 0.9605143070220947 255 255 255 1.0 4 2291
2293 0.3060271739959717 0.24358049035072327 0.9555390477180481 255 255 255 1.0 4 2292
2294 -0.509345293045044 0.24661867320537567 0.9651179313659668 255 255 255 1.0 4 2293
2295 0.053472474217414856 0.24618640542030334 0.9634856581687927 255 255 255 1.0 4 2294
2296 -0.39370834827423096 0.24653036892414093 0.9641209840774536 255 255 255 1.0 4 2295
2297 -0.3004271984100342 0.2457704246044159 0.961436927318573 255 255 255 1.0 4 2296
2298 0.19018934667110443 0.2455957531929016 0.9603007435798645 255 255 255 1.0 4 2297
2299 -0.13145548105239868 0.24565458297729492 0.9601506590843201 255 255 255 1.0 4 2298
2300 -0.11240492016077042 0.2445511519908905 0.9558389782905579 255 255 255 1.0 4 2299
2301 -0.10887623578310013 0.24492257833480835 0.9572471380233765 255 255 255 1.0 4 2300
2302 -0.4786964952945709 0.24522486329078674 0.9581239223480225 255 255 255 1.0 4 2301
2303 0.13379262387752533 0.24530726671218872 0.9571719169616699 255 255 255 1.0 4 2302
2304 0.14690783619880676 0.2451850324869156 0.9570372700691223 255 255 255 1.0 4 2303
2305 -0.1832207888364792 0.24560438096523285 0.957465648651123 255 255 255 1.0 4 2304
2306 -0.053357746452093124 0.24526487290859222 0.9568321704864502 255 255 255 1.0 4 2305
2307 -0.015090865083038807 0.24563664197921753 0.9580597877502441 255 255 255 1.0 4 2306
2308 0.09445736557245255 0.24558047950267792 0.957259476184845 255 255 255 1.0 4 2307
2309 -0.557232677936554 0.24686676263809204 0.9618017077445984 255 255 255 1.0 4 2308
2310 -0.386896550655365 0.24682602286338806 0.9614769220352173 255 255 255 1.0 4 2309
2311 -0.28175482153892517 0.2453666627407074 0.9565933346748352 255 255 255 1.0 4 2310
2312 -0.15008819103240967 0.24596570432186127 0.9586869478225708 255 255 255 1.0 4 2311
2313 -0.08352205157279968 0.2452392876148224 0.9558287262916565 255 255 255 1.0 4 2312
2314 -0.14050187170505524 0.24532699584960938 0.9551534056663513 255 255 255 1.0 4 2313
2315 0.006398473400622606 0.24606674909591675 0.9577549695968628 255 255 255 1.0 4 2314
2316 0.031257081776857376 0.2454439103603363 0.9557936787605286 255 255 255 1.0 4 2315
2317 0.14545854926109314 0.2450951337814331 0.9542655348777771 255 255 255 1.0 4 2316
2318 -0.09204582870006561 0.24508871138095856 0.9535443186759949 255 255 255 1.0 4 2317 4 2318
2319 -0.030426332727074623 0.2452181726694107 0.9546496272087097 255 255 255 1.0 4 2317 4 2318
2320 -0.02468058653175831 0.24440500140190125 0.9507781267166138 255 255 255 1.0 4 2319
2321 0.011036060750484467 0.24394571781158447 0.949152946472168 255 255 255 1.0 4 2320
2322 -0.32676011323928833 0.2462402582168579 0.9574989676475525 255 255 255 1.0 4 2321
2323 0.13175919651985168 0.24485895037651062 0.9520409107208252 255 255 255 1.0 4 2322
2324 0.19395047426223755 0.24500487744808197 0.9522400498390198 255 255 255 1.0 4 2323
2325 0.23560470342636108 0.24447792768478394 0.9502851963043213 255 255 255 1.0 4 2324
2326 0.29498955607414246 0.2448931336402893 0.9514495134353638 255 255 255 1.0 4 2325
2327 -0.37051185965538025 0.2467583864927292 0.958416223526001 255 255 255 1.0 4 2326
2328 -0.061793599277734756 0.24500685930252075 0.9520047903060913 255 255 255 1.0 4 2327
2329 -0.028068454936146736 0.24527092278003693 0.9528482556343079 255 255 255 1.0 4 2328
2330 0.05606583505868912 0.2442910075187683 0.9493504166603088 255 255 255 1.0 4 2329
2331 0.16154751181602478 0.24567683041095734 0.9543102383613586 255 255 255 1.0 4 2330
2332 0.16973236203193665 0.2445058822631836 0.9495708346366882 255 255 255 1.0 4 2331
2333 0.035848673433065414 0.2454642951488495 0.9529566168785095 255 255 255 1.0 4 2332
2334 0.11428970098495483 0.24442580342292786 0.9486977458000183 255 255 255 1.0 4 2333
2335 0.1944943070411682 0.2442285567522049 0.948199450969696 255 255 255 1.0 4 2334
2336 -0.34790587425231934 0.2460654228925705 0.9546310305595398 255 255 255 1.0 4 2335
2337 -0.0581698901951313 0.24421542882919312 0.9477312564849854 255 255 255 1.0 4 2336
2338 -0.057853080332279205 0.24567580223083496 0.9530514478683472 255 255 255 1.0 4 2337 4 2341
2339 0.07896105200052261 0.24558216333389282 0.9524880647659302 255 255 255 1.0 4 2338
2340 -0.2725841701030731 0.2463807612657547 0.9549431800842285 255 255 255 1.0 4 2339
2341 -0.22838346660137177 0.24608908593654633 0.9537973403930664 255 255 255 1.0 4 2340
2342 0.00606404198333621 0.24491055309772491 0.9496039152145386 255 255 255 1.0 4 2337 4 2341
2343 0.019789395853877068 0.24600081145763397 0.9534832239151001 255 255 255 1.0 4 2342
2344 0.038388557732105255 0.24538210034370422 0.9506335258483887 255 255 255 1.0 4 2343
2345 -0.3255973160266876 0.2465500682592392 0.955077588558197 255 255 255 1.0 4 2344
2346 0.01111211720854044 0.24595747888088226 0.9530222415924072 255 255 255 1.0 4 2345
2347 0.0557418130338192 0.24513006210327148 0.9496277570724487 255 255 255 1.0 4 2346
2348 0.19018244743347168 0.24711266160011292 0.9568201303482056 255 255 255 1.0 4 2347
2349 -0.1606886088848114 0.2458254098892212 0.951755166053772 255 255 255 1.0 4 2348
2350 0.1673886924982071 0.245224729180336 0.9477561712265015 255 255 255 1.0 4 2349
2351 -0.2687110900878906 0.24768789112567902 0.9565340876579285 255 255 255 1.0 4 2350
2352 -0.05990080535411835 0.24540100991725922 0.9483553171157837 255 255 255 1.0 4 2351
2353 -0.538952648639679 0.24801631271839142 0.9575293064117432 255 255 255 1.0 4 2352
2354 -0.03422064706683159 0.24555987119674683 0.9477471113204956 255 255 255 1.0 4 2353
2355 -0.033205948770046234 0.24542087316513062 0.9471492171287537 255 255 255 1.0 4 2354
2356 -0.2335345447063446 0.24642536044120789 0.9502995014190674 255 255 255 1.0 4 2355
2357 0.08303534239530563 0.24542154371738434 0.9458215832710266 255 255 255 1.0 4 2356
2358 -0.36874470114707947 0.24697938561439514 0.9512424468994141 255 255 255 1.0 4 2357
2359 0.12095078080892563 0.24578221142292023 0.9463416337966919 255 255 255 1.0 4 2358
2360 0.1310213804244995 0.24640391767024994 0.9492080211639404 255 255 255 1.0 4 2359
2361 -0.4893426299095154 0.24711616337299347 0.9506659507751465 255 255 255 1.0 4 2360
2362 0.12426614761352539 0.2454279661178589 0.943681001663208 255 255 255 1.0 4 2361
2363 0.2210485339164734 0.2450021356344223 0.9422822594642639 255 255 255 1.0 4 2362
2364 0.2748960554599762 0.24522152543067932 0.9431242346763611 255 255 255 1.0 4 2363
2365 -0.1341240406036377 0.24617716670036316 0.9458580613136292 255 255 255 1.0 4 2364
2366 0.013372807763516903 0.24693571031093597 0.9486264586448669 255 255 255 1.0 4 2365
2367 0.1218247339129448 0.24546095728874207 0.9426023960113525 255 255 255 1.0 4 2366
2368 0.4593532085418701 0.2447221577167511 0.9391676783561707 255 255 255 1.0 4 2367
2369 -0.45343106985092163 0.24761363863945007 0.9502360224723816 255 255 255 1.0 4 2368
2370 0.0016861448530107737 0.24649740755558014 0.9459319710731506 255 255 255 1.0 4 2369
2371 -0.1420673131942749 0.24678698182106018 0.9453014135360718 255 255 255 1.0 4 2370
2372 0.14214281737804413 0.2450663149356842 0.9390349388122559 255 255 255 1.0 4 2371
2373 -0.4062112867832184 0.24766875803470612 0.9482703804969788 255 255 255 1.0 4 2372
2374 -0.08471696078777313 0.24621008336544037 0.9426941275596619 255 255 255 1.0 4 2373
2375 5.0481023208703846e-05 0.24574993550777435 0.9412659406661987 255 255 255 1.0 4 2374
2376 0.1086123138666153 0.24566727876663208 0.9399247169494629 255 255 255 1.0 4 2375
2377 0.15506015717983246 0.2461339384317398 0.9414944052696228 255 255 255 1.0 4 2376
2378 -0.4008387625217438 0.2473864108324051 0.9458146095275879 255 255 255 1.0 4 2377
2379 -0.17518869042396545 0.24667629599571228 0.9433644413948059 255 255 255 1.0 4 2378
2380 0.10742082446813583 0.24613074958324432 0.9410271048545837 255 255 255 1.0 4 2379
2381 0.5138698220252991 0.24153725802898407 0.9227733016014099 255 255 255 1.0 4 2380
2382 -0.25023236870765686 0.247718945145607 0.9465130567550659 255 255 255 1.0 3 10875 4 2381
2383 -0.16019023954868317 0.24565471708774567 0.9390840530395508 255 255 255 1.0 4 2382
2384 -0.13724637031555176 0.24713347852230072 0.9444242119789124 255 255 255 1.0 4 2383
2385 -0.043921928852796555 0.24630799889564514 0.9408764243125916 255 255 255 1.0 4 2384
2386 0.31150057911872864 0.24628399312496185 0.9406895041465759 255 255 255 1.0 4 2385
2387 0.3620898127555847 0.24461978673934937 0.9340662956237793 255 255 255 1.0 4 2386
2388 -0.23205697536468506 0.24688807129859924 0.9429899454116821 255 255 255 1.0 4 2387
2389 -0.2048865109682083 0.24651260673999786 0.9413042068481445 255 255 255 1.0 4 2388
2390 -0.198824942111969 0.24676962196826935 0.9423685669898987 255 255 255 1.0 4 2389
2391 -0.11990738660097122 0.24709896743297577 0.9438207149505615 255 255 255 1.0 4 2390
2392 -0.07113341242074966 0.24690888822078705 0.943011462688446 255 255 255 1.0 4 2391
2393 0.3080070912837982 0.2466161549091339 0.9411461353302002 255 255 255 1.0 4 2392
2394 0.18538407981395721 0.24486587941646576 0.9342127442359924 255 255 255 1.0 4 2393
2395 -0.13755902647972107 0.24704355001449585 0.9420846104621887 255 255 255 1.0 4 2394
2396 -0.02731200121343136 0.24619531631469727 0.9386903643608093 255 255 255 1.0 4 2395
2397 0.09537695348262787 0.2466953843832016 0.9399210214614868 255 255 255 1.0 4 2396
2398 0.10919612646102905 0.2464912384748459 0.9393849968910217 255 255 255 1.0 4 2397
2399 0.4766905903816223 0.24359558522701263 0.927960991859436 255 255 255 1.0 4 2398
2400 -0.20213358104228973 0.24710670113563538 0.9408205151557922 255 255 255 1.0 4 2399
2401 -0.05734949931502342 0.24675270915031433 0.9395353198051453 255 255 255 1.0 4 2400
2402 0.27033141255378723 0.24689701199531555 0.9389756321907043 255 255 255 1.0 4 2401
2403 -0.13057880103588104 0.24697458744049072 0.9391865134239197 255 255 255 1.0 4 2402
2404 -0.006538645830005407 0.246917724609375 0.9395061135292053 255 255 255 1.0 4 2403
2405 0.16730289161205292 0.2455194741487503 0.9339699745178223 255 255 255 1.0 4 2404
2406 0.19832929968833923 0.24715174734592438 0.939743161201477 255 255 255 1.0 4 2405
2407 -0.5290903449058533 0.24863144755363464 0.9447020292282104 255 255 255 1.0 4 2406
2408 0.09238225966691971 0.24652160704135895 0.9360743761062622 255 255 255 1.0 4 2407 4 2408
2409 0.32649850845336914 0.24483929574489594 0.9297452569007874 255 255 255 1.0 4 2407 4 2408
2410 -0.3623048961162567 0.24757784605026245 0.939818799495697 255 255 255 1.0 4 2409
2411 -0.05650267377495766 0.24667401611804962 0.9364487528800964 255 255 255 1.0 4 2410
2412 -0.0515984371304512 0.24679797887802124 0.9368078708648682 255 255 255 1.0 4 2411
2413 -0.5091987252235413 0.24871443212032318 0.9422767758369446 255 255 255 1.0 4 2412
2414 0.15917561948299408 0.2466096431016922 0.9344699382781982 255 255 255 1.0 4 2413
2415 0.1889813095331192 0.2465829998254776 0.9342494606971741 255 255 255 1.0 4 2414
2416 -0.40038982033729553 0.24932168424129486 0.9439659118652344 255 255 255 1.0 4 2415
2417 -0.5060769319534302 0.24855035543441772 0.9401525855064392 255 255 255 1.0 4 2416
2418 0.12151335924863815 0.24655812978744507 0.9326587915420532 255 255 255 1.0 4 2417
2419 0.1524951308965683 0.24573026597499847 0.9297524094581604 255 255 255 1.0 4 2418
2420 -0.5239490866661072 0.24954631924629211 0.9432039856910706 255 255 255 1.0 4 2419
2421 0.22420112788677216 0.24725191295146942 0.9347296357154846 255 255 255 1.0 4 2420
2422 -0.2843731939792633 0.2483232319355011 0.9386046528816223 255 255 255 1.0 4 2421
2423 0.15034830570220947 0.24571196734905243 0.9284945726394653 255 255 255 1.0 4 2422
2424 0.1706460416316986 0.24734120070934296 0.9344143271446228 255 255 255 1.0 4 2423
2425 -0.38375481963157654 0.24799466133117676 0.9366089701652527 255 255 255 1.0 4 2424
2426 -0.21403931081295013 0.24804142117500305 0.9364709854125977 255 255 255 1.0 4 2425
2427 -0.38102707266807556 0.2481703758239746 0.9363301992416382 255 255 255 1.0 4 2426
2428 -0.3326045274734497 0.24801872670650482 0.9351713061332703 255 255 255 1.0 4 2427
2429 -0.2843455672264099 0.24825002253055573 0.9363718032836914 255 255 255 1.0 4 2428
2430 -0.04239295423030853 0.24658118188381195 0.929822564125061 255 255 255 1.0 4 2429
2431 -0.32734882831573486 0.24679891765117645 0.929495632648468 255 255 255 1.0 4 2430
2432 -0.06489993631839752 0.24667823314666748 0.9294220805168152 255 255 255 1.0 4 2431
2433 -0.2800863981246948 0.2484809011220932 0.9351620078086853 255 255 255 1.0 4 2432
2434 0.12598171830177307 0.2460102140903473 0.9265270829200745 255 255 255 1.0 4 2433
2435 0.14995433390140533 0.24669770896434784 0.9283134937286377 255 255 255 1.0 4 2434
2436 0.07118114084005356 0.24715986847877502 0.9295644164085388 255 255 255 1.0 4 2435
2437 0.3925057053565979 0.245076522231102 0.9207565188407898 255 255 255 1.0 4 2436
2438 -0.31015336513519287 0.2482873499393463 0.9328567385673523 255 255 255 1.0 4 2437
2439 -0.27705007791519165 0.24825577437877655 0.9328114986419678 255 255 255 1.0 4 2438
2440 0.07337509095668793 0.2471260279417038 0.9282390475273132 255 255 255 1.0 4 2439
2441 0.37922051548957825 0.24500827491283417 0.9198867082595825 255 255 255 1.0 4 2440
2442 0.07511768490076065 0.24781957268714905 0.9298972487449646 255 255 255 1.0 4 2441
2443 0.2862941026687622 0.2466309815645218 0.9254032373428345 255 255 255 1.0 4 2442
2444 -0.47897982597351074 0.2495817095041275 0.9355669021606445 255 255 255 1.0 4 2443
2445 -0.2272697538137436 0.24796198308467865 0.930091917514801 255 255 255 1.0 4 2444
2446 -0.13777531683444977 0.24853390455245972 0.9322807788848877 255 255 255 1.0 4 2445
2447 -0.11068520694971085 0.2479715347290039 0.9302870035171509 255 255 255 1.0 4 2446
2448 0.001017487607896328 0.24783794581890106 0.9295626878738403 255 255 255 1.0 4 2447
2449 0.14278815686702728 0.24755500257015228 0.928265392780304 255 255 255 1.0 4 2448
2450 -0.3224775791168213 0.24799203872680664 0.929661750793457 255 255 255 1.0 4 2449
2451 -0.11958479136228561 0.24765785038471222 0.9282868504524231 255 255 255 1.0 4 2450
2452 0.10484444350004196 0.24732330441474915 0.9269328117370605 255 255 255 1.0 4 2451 4 2458
2453 0.13925416767597198 0.24770943820476532 0.9284495711326599 255 255 255 1.0 4 2452
2454 -0.280128538608551 0.24852050840854645 0.9310693144798279 255 255 255 1.0 4 2453
2455 0.023062411695718765 0.24701926112174988 0.9247420430183411 255 255 255 1.0 4 2454
2456 -0.5359160304069519 0.25015789270401 0.9351981282234192 255 255 255 1.0 4 2455
2457 0.0009914052207022905 0.24779966473579407 0.9264043569564819 255 255 255 1.0 4 2456
2458 0.1449299156665802 0.24682825803756714 0.923084020614624 255 255 255 1.0 4 2457
2459 0.26445072889328003 0.24747593700885773 0.9251562356948853 255 255 255 1.0 4 2451 4 2458
2460 0.27077150344848633 0.2475595772266388 0.9256184101104736 255 255 255 1.0 4 2459
2461 -0.3520255982875824 0.24893999099731445 0.9300217032432556 255 255 255 1.0 4 2460
2462 -0.03344614431262016 0.24765069782733917 0.925162136554718 255 255 255 1.0 4 2461
2463 0.03474552929401398 0.24723747372627258 0.9238578081130981 255 255 255 1.0 4 2462
2464 0.20903509855270386 0.24733605980873108 0.9242202639579773 255 255 255 1.0 4 2463
2465 0.01985679380595684 0.24755586683750153 0.9245997071266174 255 255 255 1.0 4 2464
2466 -0.25575879216194153 0.24896590411663055 0.9292136430740356 255 255 255 1.0 4 2465
2467 -0.0748615637421608 0.24745558202266693 0.9233994483947754 255 255 255 1.0 4 2466
2468 0.30773553252220154 0.24673014879226685 0.920491099357605 255 255 255 1.0 4 2467
2469 -0.3105817437171936 0.24897697567939758 0.9281725287437439 255 255 255 1.0 4 2468
2470 -0.22053119540214539 0.2484162449836731 0.9265385866165161 255 255 255 1.0 4 2469
2471 0.07222875952720642 0.2483988255262375 0.926139235496521 255 255 255 1.0 4 2470
2472 -0.22497409582138062 0.24890238046646118 0.9273099303245544 255 255 255 1.0 4 2471
2473 0.03181709349155426 0.2477114349603653 0.9231287837028503 255 255 255 1.0 4 2472
2474 -0.13694939017295837 0.24828770756721497 0.924433708190918 255 255 255 1.0 4 2473
2475 0.05544986203312874 0.24776774644851685 0.9226453304290771 255 255 255 1.0 4 2474
2476 0.08730734884738922 0.2465047985315323 0.9174145460128784 255 255 255 1.0 4 2475
2477 0.29348286986351013 0.24693240225315094 0.9193487167358398 255 255 255 1.0 4 2476
2478 -0.5513797998428345 0.25030890107154846 0.9307920932769775 255 255 255 1.0 4 2477
2479 -0.3099248707294464 0.24954131245613098 0.9281355738639832 255 255 255 1.0 4 2478
2480 -0.17917798459529877 0.24803803861141205 0.9229609966278076 255 255 255 1.0 4 2479
2481 -0.17829260230064392 0.24864843487739563 0.925008237361908 255 255 255 1.0 4 2480
2482 0.0013359809527173638 0.24831286072731018 0.9238727688789368 255 255 255 1.0 4 2481
2483 0.16137997806072235 0.24768459796905518 0.9210265874862671 255 255 255 1.0 4 2482
2484 0.3979582190513611 0.24521709978580475 0.9117864966392517 255 255 255 1.0 4 2483
2485 -0.15565666556358337 0.248998761177063 0.9255865216255188 255 255 255 1.0 4 2484
2486 -0.041504744440317154 0.2485976368188858 0.9242386817932129 255 255 255 1.0 4 2485
2487 0.08799876272678375 0.24768191576004028 0.9208983182907104 255 255 255 1.0 4 2486
2488 0.12952008843421936 0.24737465381622314 0.9196099638938904 255 255 255 1.0 4 2487
2489 -0.0784536600112915 0.2475878745317459 0.9202421307563782 255 255 255 1.0 4 2488
2490 0.20387768745422363 0.24819082021713257 0.9216034412384033 255 255 255 1.0 4 2489
2491 0.28265181183815 0.24663932621479034 0.9157733917236328 255 255 255 1.0 4 2490
2492 -0.05287785455584526 0.2474977672100067 0.9187095165252686 255 255 255 1.0 4 2491
2493 -0.05154730752110481 0.24733056128025055 0.9183397889137268 255 255 255 1.0 4 2492
2494 -0.051205266267061234 0.2487686723470688 0.9233614206314087 255 255 255 1.0 4 2493
2495 -0.047543298453092575 0.24828557670116425 0.9216800928115845 255 255 255 1.0 4 2494
2496 0.1958649605512619 0.24896962940692902 0.9233959317207336 255 255 255 1.0 4 2495
2497 0.3160693645477295 0.24691340327262878 0.9156497120857239 255 255 255 1.0 4 2496
2498 0.40024062991142273 0.24635270237922668 0.9133423566818237 255 255 255 1.0 4 2497
2499 0.056507986038923264 0.2478550225496292 0.9188724756240845 255 255 255 1.0 4 2498
2500 0.526405930519104 0.24384181201457977 0.9031445384025574 255 255 255 1.0 4 2499
2501 0.2904139459133148 0.24815768003463745 0.9189156889915466 255 255 255 1.0 4 2500
2502 0.42150095105171204 0.24624253809452057 0.9114884734153748 255 255 255 1.0 4 2501
2503 0.48227784037590027 0.24440377950668335 0.9047976732254028 255 255 255 1.0 4 2502
2504 0.4860513508319855 0.24611438810825348 0.9107482433319092 255 255 255 1.0 4 2503
2505 -0.4784224033355713 0.2492605298757553 0.9225005507469177 255 255 255 1.0 4 2504
2506 -0.13485626876354218 0.24823066592216492 0.9191892743110657 255 255 255 1.0 4 2505
2507 -0.10028647631406784 0.24836038053035736 0.9186212420463562 255 255 255 1.0 4 2506
2508 0.028452996164560318 0.24856112897396088 0.9194623231887817 255 255 255 1.0 4 2507
2509 0.21163003146648407 0.2479916363954544 0.9172030091285706 255 255 255 1.0 4 2508
2510 0.23193232715129852 0.24779145419597626 0.9161018133163452 255 255 255 1.0 4 2509
2511 0.510172963142395 0.2443854659795761 0.9030617475509644 255 255 255 1.0 4 2510
2512 -0.5126568078994751 0.25013530254364014 0.9246875643730164 255 255 255 1.0 4 2511
2513 -0.24482615292072296 0.24957720935344696 0.9223445653915405 255 255 255 1.0 4 2512
2514 -0.11048808693885803 0.2482420802116394 0.9177907109260559 255 255 255 1.0 4 2513
2515 -0.06170301511883736 0.2490515261888504 0.9206710457801819 255 255 255 1.0 4 2514
2516 0.2182846963405609 0.24814355373382568 0.9168404936790466 255 255 255 1.0 4 2515
2517 -0.2386966198682785 0.24940817058086395 0.9212397933006287 255 255 255 1.0 4 2516
2518 -0.05322819575667381 0.2488759607076645 0.9190018177032471 255 255 255 1.0 4 2517
2519 -0.49908921122550964 0.2502501606941223 0.9235931634902954 255 255 255 1.0 4 2518
2520 -0.11760377883911133 0.24866607785224915 0.9179359078407288 255 255 255 1.0 4 2519
2521 -0.22364576160907745 0.24951466917991638 0.9206403493881226 255 255 255 1.0 4 2520
2522 -0.1629333645105362 0.24968257546424866 0.9208232760429382 255 255 255 1.0 4 2521
2523 -0.05820150300860405 0.2484193742275238 0.9158799648284912 255 255 255 1.0 4 2522
2524 0.1824306845664978 0.24808110296726227 0.9146291613578796 255 255 255 1.0 4 2523
2525 -0.15749207139015198 0.24939773976802826 0.9193771481513977 255 255 255 1.0 4 2524
2526 0.0919143557548523 0.24822257459163666 0.9148526787757874 255 255 255 1.0 4 2525
2527 0.15438078343868256 0.24806803464889526 0.913964569568634 255 255 255 1.0 4 2526
2528 0.02993176132440567 0.2488059550523758 0.9156016707420349 255 255 255 1.0 4 2527
2529 0.11412655562162399 0.24808165431022644 0.9127965569496155 255 255 255 1.0 4 2528
2530 0.17424823343753815 0.2479315996170044 0.912131130695343 255 255 255 1.0 4 2529
2531 -0.29367682337760925 0.24876642227172852 0.9152237176895142 255 255 255 1.0 4 2530
2532 -0.1661267727613449 0.24935443699359894 0.9170829057693481 255 255 255 1.0 4 2531
2533 -0.03239557892084122 0.24867670238018036 0.9145910739898682 255 255 255 1.0 4 2532
2534 -0.024665145203471184 0.2483079731464386 0.9129647612571716 255 255 255 1.0 4 2533
2535 0.15410223603248596 0.24870213866233826 0.9142503142356873 255 255 255 1.0 4 2534
2536 0.1946750432252884 0.2483442723751068 0.9132089614868164 255 255 255 1.0 4 2535
2537 -0.12207332998514175 0.2509825527667999 0.9224840402603149 255 255 255 1.0 4 2536
2538 0.09672769904136658 0.2488432228565216 0.9146676063537598 255 255 255 1.0 4 2537
2539 0.18573589622974396 0.2481027990579605 0.9117799997329712 255 255 255 1.0 4 2538
2540 0.22609324753284454 0.2481534630060196 0.9118762016296387 255 255 255 1.0 4 2539
2541 -0.13145112991333008 0.24930357933044434 0.9155477285385132 255 255 255 1.0 4 2540
2542 -0.0076659126207232475 0.2492281198501587 0.9153915047645569 255 255 255 1.0 4 2541 4 2542
2543 0.09519123286008835 0.24933961033821106 0.9155554175376892 255 255 255 1.0 4 2541 4 2542
2544 -0.20443546772003174 0.2502211928367615 0.9185636043548584 255 255 255 1.0 4 2543
2545 -0.07903449237346649 0.2494400143623352 0.9154061675071716 255 255 255 1.0 4 2544
2546 -0.02946913056075573 0.24881577491760254 0.9128846526145935 255 255 255 1.0 4 2545
2547 0.05716262757778168 0.24781526625156403 0.9091601371765137 255 255 255 1.0 4 2546
2548 0.1677916944026947 0.24852082133293152 0.9117957949638367 255 255 255 1.0 4 2547
2549 0.17408938705921173 0.2487878054380417 0.912875235080719 255 255 255 1.0 4 2548
