# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
734 0.0650469958782196 -0.07856634259223938 0.9954288601875305 255 255 255 1.0 4 733
735 0.20154055953025818 -0.08235794305801392 1.0410194396972656 255 255 255 1.0 4 734
736 0.2608746886253357 -0.08318176120519638 1.0501060485839844 255 255 255 1.0 4 735
737 0.2738158702850342 -0.08296465128660202 1.0490697622299194 255 255 255 1.0 4 736
738 0.05289921909570694 -0.07896513491868973 1.0050185918807983 255 255 255 1.0 4 737
739 0.059983909130096436 -0.07860390841960907 0.9984778761863708 255 255 255 1.0 4 738
740 0.15812087059020996 -0.08047786355018616 1.020480751991272 255 255 255 1.0 4 739
741 0.2280668169260025 -0.08314992487430573 1.0538244247436523 255 255 255 1.0 4 740
742 0.2515076994895935 -0.08352293819189072 1.059122920036316 255 255 255 1.0 4 741
743 0.2660559415817261 -0.08310551941394806 1.0533318519592285 255 255 255 1.0 4 742
744 0.09166175872087479 -0.0786513239145279 0.9987552165985107 255 255 255 1.0 4 743
745 0.2075994610786438 -0.08259464800357819 1.0495306253433228 255 255 255 1.0 4 744
746 0.23662172257900238 -0.08327018469572067 1.0591850280761719 255 255 255 1.0 4 745
747 0.26922959089279175 -0.08291300386190414 1.0542840957641602 255 255 255 1.0 3 4903 4 746
748 0.0013729194179177284 -0.07901916652917862 1.0110957622528076 255 255 255 1.0 4 747
749 0.06216684728860855 -0.07827877253293991 1.0002671480178833 255 255 255 1.0 4 748
750 0.09455987066030502 -0.07848990708589554 1.0000412464141846 255 255 255 1.0 4 749
751 0.2535705268383026 -0.0829332247376442 1.0568641424179077 255 255 255 1.0 4 750
752 0.2583044469356537 -0.08229288458824158 1.047249674797058 255 255 255 1.0 4 751
753 0.26488879323005676 -0.08249448239803314 1.0500614643096924 255 255 255 1.0 4 752
754 0.030255528166890144 -0.07820843905210495 1.0011552572250366 255 255 255 1.0 4 753
755 0.057002391666173935 -0.07828428596258163 1.0009880065917969 255 255 255 1.0 4 754
756 0.24252073466777802 -0.0827566534280777 1.055304765701294 255 255 255 1.0 4 755
757 -0.047233082354068756 -0.07970570772886276 1.025476336479187 255 255 255 1.0 4 756
758 0.004241900518536568 -0.07864084839820862 1.0103706121444702 255 255 255 1.0 4 757
759 0.05808894708752632 -0.07806573808193207 1.0027141571044922 255 255 255 1.0 4 758
760 0.01197676919400692 -0.07778947055339813 1.0005391836166382 255 255 255 1.0 4 759
761 0.024949340149760246 -0.0777231827378273 1.0003526210784912 255 255 255 1.0 4 760
762 0.028521398082375526 -0.07788165658712387 1.0021129846572876 255 255 255 1.0 4 761
763 0.045959096401929855 -0.07760433852672577 0.9991543889045715 255 255 255 1.0 4 762
764 0.0897069200873375 -0.07783491164445877 1.001713752746582 255 255 255 1.0 4 763
765 -0.2023245096206665 -0.08414246886968613 1.0940805673599243 255 255 255 1.0 4 764
766 0.002135466318577528 -0.0776834636926651 1.0019108057022095 255 255 255 1.0 4 765
767 0.0263325534760952 -0.07746424525976181 0.999620258808136 255 255 255 1.0 4 766
768 0.05330885946750641 -0.07738907635211945 0.9986690878868103 255 255 255 1.0 4 767
769 0.055219460278749466 -0.07761932909488678 1.0013346672058105 255 255 255 1.0 4 768
770 0.26860326528549194 -0.08161548525094986 1.0503034591674805 255 255 255 1.0 4 769
771 0.054330214858055115 -0.07763317227363586 1.0049513578414917 255 255 255 1.0 4 770
772 0.09635887295007706 -0.07743016630411148 1.0012954473495483 255 255 255 1.0 4 771
773 -0.19395899772644043 -0.0831686332821846 1.0861037969589233 255 255 255 1.0 4 772
774 0.15526239573955536 -0.07826888561248779 1.0137827396392822 255 255 255 1.0 4 773
775 0.25353366136550903 -0.08164726197719574 1.0567803382873535 255 255 255 1.0 4 774
776 -0.1506817489862442 -0.0812944546341896 1.063464879989624 255 255 255 1.0 4 775
777 0.22710515558719635 -0.0812944769859314 1.0546391010284424 255 255 255 1.0 4 776
778 0.25115635991096497 -0.08161286264657974 1.0593197345733643 255 255 255 1.0 4 777
779 -0.22315414249897003 -0.0849214643239975 1.1156295537948608 255 255 255 1.0 4 778
780 -0.14828909933567047 -0.08085619658231735 1.059842586517334 255 255 255 1.0 4 779
781 -0.13410107791423798 -0.08073333650827408 1.0568714141845703 255 255 255 1.0 4 780
782 0.024593671783804893 -0.07673639059066772 1.00058913230896 255 255 255 1.0 4 781
783 0.026376228779554367 -0.07682754844427109 1.002623438835144 255 255 255 1.0 4 782
784 0.06131886690855026 -0.07653848081827164 0.9977313876152039 255 255 255 1.0 4 783
785 0.24765774607658386 -0.08139675110578537 1.058578372001648 255 255 255 1.0 4 784
786 0.25990232825279236 -0.08117380738258362 1.0554324388504028 255 255 255 1.0 4 785
787 -0.15739648044109344 -0.08122080564498901 1.0684036016464233 255 255 255 1.0 4 786
788 -0.04468992352485657 -0.07798155397176743 1.0245411396026611 255 255 255 1.0 4 787
789 0.10188192874193192 -0.07625778764486313 0.9958947896957397 255 255 255 1.0 4 788
790 0.1878652572631836 -0.07854665070772171 1.028738021850586 255 255 255 1.0 4 789
791 0.23323149979114532 -0.08064262568950653 1.0538057088851929 255 255 255 1.0 4 790
792 0.23694448173046112 -0.0808030441403389 1.0554360151290894 255 255 255 1.0 4 791
793 0.2378494143486023 -0.08073767274618149 1.054506778717041 255 255 255 1.0 4 792
794 -0.19439589977264404 -0.08243810385465622 1.0925142765045166 255 255 255 1.0 4 793
795 -0.040890470147132874 -0.07748222351074219 1.019993543624878 255 255 255 1.0 4 794
796 0.031964823603630066 -0.0761304497718811 1.0003087520599365 255 255 255 1.0 4 795
797 0.04413004219532013 -0.07591412961483002 0.9972245097160339 255 255 255 1.0 4 796
798 0.2418033480644226 -0.08074750751256943 1.0591251850128174 255 255 255 1.0 4 797
799 -0.1321970522403717 -0.07984145730733871 1.0563974380493164 255 255 255 1.0 4 798
800 0.04157256335020065 -0.07551927119493484 0.9949705004692078 255 255 255 1.0 4 799
801 0.23881107568740845 -0.08016162365674973 1.0502641201019287 255 255 255 1.0 4 800
802 0.01120854914188385 -0.0755196362733841 0.9974290132522583 255 255 255 1.0 4 801
803 0.18866273760795593 -0.07803329080343246 1.0289607048034668 255 255 255 1.0 4 802
804 0.061826251447200775 -0.07514545321464539 0.9943848848342896 255 255 255 1.0 4 803
805 0.14346538484096527 -0.0763532742857933 1.008101463317871 255 255 255 1.0 4 804
806 0.24762271344661713 -0.08010939508676529 1.058499813079834 255 255 255 1.0 4 805
807 0.2667810320854187 -0.0795329138636589 1.04876708984375 255 255 255 1.0 3 4971 4 806
808 0.0475311353802681 -0.07496651262044907 0.9953038096427917 255 255 255 1.0 4 807
809 0.2653377950191498 -0.0794314369559288 1.0503759384155273 255 255 255 1.0 4 808
810 -0.19245274364948273 -0.08098997920751572 1.0861055850982666 255 255 255 1.0 4 809
811 0.031141942366957664 -0.07486145943403244 0.9971174597740173 255 255 255 1.0 4 810
812 0.1956259310245514 -0.07735005766153336 1.0275015830993652 255 255 255 1.0 4 811
813 -0.23323340713977814 -0.08351399004459381 1.1243972778320312 255 255 255 1.0 4 812
814 -0.15846896171569824 -0.07905261963605881 1.0653736591339111 255 255 255 1.0 4 813
815 -0.04947977513074875 -0.07651527971029282 1.0267138481140137 255 255 255 1.0 4 814
816 0.23637516796588898 -0.07905499637126923 1.0526615381240845 255 255 255 1.0 4 815
817 0.24055849015712738 -0.07933179289102554 1.060295820236206 255 255 255 1.0 4 816
818 0.2589922547340393 -0.07883800566196442 1.0517126321792603 255 255 255 1.0 4 817
819 0.26646628975868225 -0.07870320975780487 1.0490268468856812 255 255 255 1.0 4 818
820 -0.1214771419763565 -0.07806651294231415 1.0531970262527466 255 255 255 1.0 4 819
821 0.00731399143114686 -0.07449373602867126 1.0017483234405518 255 255 255 1.0 4 820
822 0.23318417370319366 -0.07872182875871658 1.0537029504776 255 255 255 1.0 4 821
823 0.24445898830890656 -0.0788373127579689 1.056197166442871 255 255 255 1.0 4 822
824 0.2531587481498718 -0.07888337969779968 1.056919813156128 255 255 255 1.0 4 823
825 -0.05151446908712387 -0.0760214701294899 1.0246645212173462 255 255 255 1.0 4 824
826 -0.03887387737631798 -0.07553225010633469 1.022225022315979 255 255 255 1.0 4 825
827 0.18500037491321564 -0.07616785913705826 1.0244802236557007 255 255 255 1.0 4 826
828 0.23104877769947052 -0.07844214141368866 1.0558326244354248 255 255 255 1.0 4 827
829 0.232192263007164 -0.07853427529335022 1.0557717084884644 255 255 255 1.0 4 828
830 0.24374042451381683 -0.07870960980653763 1.0613332986831665 255 255 255 1.0 4 829
831 -0.14506414532661438 -0.07827914506196976 1.0658984184265137 255 255 255 1.0 4 830
832 0.062484677881002426 -0.07351852208375931 0.9940263628959656 255 255 255 1.0 4 831
833 0.09836237132549286 -0.07373490929603577 0.9967470169067383 255 255 255 1.0 4 832
834 0.10124937444925308 -0.07370920479297638 0.9931153655052185 255 255 255 1.0 4 833
835 0.14429737627506256 -0.07449102401733398 1.0039540529251099 255 255 255 1.0 4 834
836 0.18561811745166779 -0.07592296600341797 1.0239261388778687 255 255 255 1.0 4 835
837 0.24221627414226532 -0.0780327245593071 1.0508664846420288 255 255 255 1.0 4 836
838 0.2719152867794037 -0.07794807106256485 1.051835060119629 255 255 255 1.0 4 837
839 -0.0597885325551033 -0.07539913058280945 1.0245611667633057 255 255 255 1.0 4 838
840 0.0048759812489151955 -0.07348043471574783 0.9971711039543152 255 255 255 1.0 4 839
841 0.09109745919704437 -0.07320420444011688 0.9889056086540222 255 255 255 1.0 4 840
842 0.2256874442100525 -0.07803825289011002 1.0589909553527832 255 255 255 1.0 4 841
843 0.22981931269168854 -0.07809817790985107 1.0570391416549683 255 255 255 1.0 4 842
844 -0.29156333208084106 -0.08354362845420837 1.1457548141479492 255 255 255 1.0 4 843
845 0.006310444325208664 -0.07336185872554779 0.9971202611923218 255 255 255 1.0 4 844
846 0.04457908123731613 -0.0729784220457077 0.991042971611023 255 255 255 1.0 4 845
847 0.09857214987277985 -0.07361067831516266 0.9981427788734436 255 255 255 1.0 4 846
848 0.26183629035949707 -0.07726453244686127 1.045088291168213 255 255 255 1.0 4 847
849 -0.06347634643316269 -0.07497654855251312 1.0254487991333008 255 255 255 1.0 4 848
850 0.0620436817407608 -0.07324109971523285 0.9981054067611694 255 255 255 1.0 4 849
851 0.09622456878423691 -0.07320860028266907 0.9957499504089355 255 255 255 1.0 4 850
852 -0.22579702734947205 -0.08072435110807419 1.1130731105804443 255 255 255 1.0 3 5095 4 851
853 -0.12955522537231445 -0.07684981822967529 1.0583044290542603 255 255 255 1.0 4 852
854 0.23943598568439484 -0.07744534313678741 1.0569367408752441 255 255 255 1.0 4 853
855 0.2436555027961731 -0.07781175523996353 1.0624669790267944 255 255 255 1.0 4 854
856 0.27241677045822144 -0.07679623365402222 1.0465575456619263 255 255 255 1.0 4 855
857 -0.16287216544151306 -0.07741183042526245 1.0674923658370972 255 255 255 1.0 4 856
858 0.15758606791496277 -0.07360969483852386 1.0055546760559082 255 255 255 1.0 4 857
859 0.22883427143096924 -0.07690179347991943 1.0525985956192017 255 255 255 1.0 4 858
860 0.23930032551288605 -0.0774831771850586 1.061445951461792 255 255 255 1.0 4 859
861 0.2703920900821686 -0.07648392766714096 1.0443115234375 255 255 255 1.0 4 860
862 0.04076754301786423 -0.07220476120710373 0.992544949054718 255 255 255 1.0 4 861
863 0.08210979402065277 -0.07218151539564133 0.9901636838912964 255 255 255 1.0 4 862
864 0.24391582608222961 -0.07670341432094574 1.0522122383117676 255 255 255 1.0 4 863
865 -0.12344121932983398 -0.07588620483875275 1.051146149635315 255 255 255 1.0 4 864
866 0.0062596057541668415 -0.0722302719950676 0.9965381622314453 255 255 255 1.0 4 865
867 0.2319195717573166 -0.07667029649019241 1.0548219680786133 255 255 255 1.0 4 866
868 0.24266058206558228 -0.07674852758646011 1.054634690284729 255 255 255 1.0 4 867
869 0.26552870869636536 -0.07642494887113571 1.0498254299163818 255 255 255 1.0 4 868
870 -0.22664955258369446 -0.07986745983362198 1.113407850265503 255 255 255 1.0 4 869
871 -0.1253523975610733 -0.07558470964431763 1.0488463640213013 255 255 255 1.0 4 870
872 0.0991092249751091 -0.0722365453839302 0.9970141053199768 255 255 255 1.0 4 871
873 0.2873145341873169 -0.07582078129053116 1.0415902137756348 255 255 255 1.0 4 872
874 -0.06940595805644989 -0.07394412904977798 1.0279247760772705 255 255 255 1.0 4 873
875 0.0035024648532271385 -0.07207182049751282 0.9986138343811035 255 255 255 1.0 4 874
876 0.029329461976885796 -0.07176999747753143 0.9929761290550232 255 255 255 1.0 4 875
877 0.07427242398262024 -0.07177778333425522 0.9920496344566345 255 255 255 1.0 4 876
878 0.10107313841581345 -0.07194210588932037 0.9956778287887573 255 255 255 1.0 4 877
879 0.22412386536598206 -0.07612979412078857 1.052987813949585 255 255 255 1.0 4 878
880 0.2674996554851532 -0.07602432370185852 1.0487124919891357 255 255 255 1.0 4 879
881 -0.27148377895355225 -0.07988397777080536 1.122625470161438 255 255 255 1.0 4 880
882 -0.16564412415027618 -0.07621735334396362 1.0684356689453125 255 255 255 1.0 4 881
883 0.0006719756638631225 -0.07192637026309967 1.0029797554016113 255 255 255 1.0 4 882
884 0.07493390142917633 -0.07134933769702911 0.9916397929191589 255 255 255 1.0 4 883
885 0.11328114569187164 -0.07157178223133087 0.9952161908149719 255 255 255 1.0 4 884
886 0.08242812752723694 -0.07097189873456955 0.9899715781211853 255 255 255 1.0 4 885
887 0.11263126879930496 -0.07140295952558517 0.9956755042076111 255 255 255 1.0 4 886
888 0.21634092926979065 -0.07537620514631271 1.0511006116867065 255 255 255 1.0 4 887
889 0.28202107548713684 -0.07503444701433182 1.045447587966919 255 255 255 1.0 4 888
890 0.031035693362355232 -0.07090556621551514 0.9920746088027954 255 255 255 1.0 4 889
891 0.07342372089624405 -0.07073974609375 0.9911396503448486 255 255 255 1.0 4 890
892 0.2332565039396286 -0.07506687194108963 1.0490714311599731 255 255 255 1.0 4 891
893 0.23536714911460876 -0.07538769394159317 1.055521845817566 255 255 255 1.0 4 892
894 -0.2675635814666748 -0.07944355905056 1.1260044574737549 255 255 255 1.0 4 893
895 0.0041779945604503155 -0.07119324803352356 1.0012576580047607 255 255 255 1.0 4 894
896 0.10519928485155106 -0.07102720439434052 0.9943817257881165 255 255 255 1.0 4 895
897 0.2154056280851364 -0.07500993460416794 1.0519773960113525 255 255 255 1.0 4 896
898 0.21739546954631805 -0.07482552528381348 1.0469411611557007 255 255 255 1.0 4 897
899 0.0999104306101799 -0.07077174633741379 0.9940266609191895 255 255 255 1.0 4 898
900 0.2244006097316742 -0.07483123987913132 1.0526237487792969 255 255 255 1.0 4 899
901 0.23565876483917236 -0.07493994385004044 1.0551886558532715 255 255 255 1.0 4 900
902 -0.060000695288181305 -0.0723375678062439 1.022661566734314 255 255 255 1.0 4 901
903 0.003160991705954075 -0.07096585631370544 1.0024579763412476 255 255 255 1.0 4 902
904 0.05597493425011635 -0.0705847442150116 0.9956653714179993 255 255 255 1.0 4 903
905 0.22451123595237732 -0.07455195486545563 1.0493417978286743 255 255 255 1.0 4 904
906 -0.27279698848724365 -0.07874104380607605 1.1262962818145752 255 255 255 1.0 4 905
907 -0.0028295882511883974 -0.07070746272802353 1.0018590688705444 255 255 255 1.0 4 906
908 0.005552780814468861 -0.07011914998292923 0.9940991997718811 255 255 255 1.0 4 907
909 0.05698741227388382 -0.07034215331077576 0.9950681924819946 255 255 255 1.0 4 908
910 0.11456020921468735 -0.07030627131462097 0.994297444820404 255 255 255 1.0 4 909
911 0.10050762444734573 -0.07030506432056427 0.9968352317810059 255 255 255 1.0 4 910
912 0.10341004282236099 -0.07033172994852066 0.9980791211128235 255 255 255 1.0 4 911
913 0.1879008263349533 -0.07221526652574539 1.0226613283157349 255 255 255 1.0 4 912
914 0.002452458953484893 -0.07039038836956024 1.0028486251831055 255 255 255 1.0 4 913
915 0.10645966231822968 -0.07012863457202911 0.996743381023407 255 255 255 1.0 4 914
916 0.23020540177822113 -0.07399030029773712 1.0520753860473633 255 255 255 1.0 4 915
917 -0.12773196399211884 -0.07315030694007874 1.0476181507110596 255 255 255 1.0 4 916
918 0.05630597472190857 -0.0697711780667305 0.9954904913902283 255 255 255 1.0 4 917
919 0.10778498649597168 -0.06970316171646118 0.9925797581672668 255 255 255 1.0 4 918
920 0.26829731464385986 -0.07344772666692734 1.046349048614502 255 255 255 1.0 4 919
921 0.059154100716114044 -0.069602832198143 0.9968589544296265 255 255 255 1.0 4 920
922 0.08012212812900543 -0.06899027526378632 0.9876378774642944 255 255 255 1.0 4 921
923 0.2662471532821655 -0.07307753711938858 1.0407967567443848 255 255 255 1.0 4 922
924 -0.06443370878696442 -0.07125674933195114 1.0245673656463623 255 255 255 1.0 4 923 4 924
925 0.11273360997438431 -0.0693705603480339 0.9931111931800842 255 255 255 1.0 4 923 4 924
926 0.16425970196723938 -0.07027050107717514 1.0052417516708374 255 255 255 1.0 4 925
927 0.26797744631767273 -0.0728074237704277 1.042129397392273 255 255 255 1.0 4 926
928 0.26939037442207336 -0.07270485162734985 1.0404990911483765 255 255 255 1.0 4 927
929 0.005571794230490923 -0.06919771432876587 0.9977256059646606 255 255 255 1.0 4 928
930 0.11325915157794952 -0.06900446116924286 0.9919561743736267 255 255 255 1.0 4 929
931 0.27194124460220337 -0.07271432131528854 1.043235421180725 255 255 255 1.0 4 930
932 -0.27861130237579346 -0.07730577141046524 1.1274704933166504 255 255 255 1.0 4 931
933 -0.0003825609455816448 -0.06921589374542236 1.0007306337356567 255 255 255 1.0 4 932
934 0.007318555377423763 -0.06879404187202454 0.9939342737197876 255 255 255 1.0 4 933
935 0.05731259658932686 -0.06892981380224228 0.9949116706848145 255 255 255 1.0 4 934
936 0.11454388499259949 -0.06890393793582916 0.9942984580993652 255 255 255 1.0 4 935
937 0.239866703748703 -0.07329550385475159 1.0572518110275269 255 255 255 1.0 4 936
938 -0.03937392309308052 -0.0701039656996727 1.0176670551300049 255 255 255 1.0 4 937
939 0.051224615424871445 -0.06855034828186035 0.9917367696762085 255 255 255 1.0 4 938
940 0.1070980355143547 -0.06889400631189346 0.9962955713272095 255 255 255 1.0 4 939
941 0.11615357547998428 -0.06862693279981613 0.9931435585021973 255 255 255 1.0 4 940
942 0.21956974267959595 -0.07256995886564255 1.0488252639770508 255 255 255 1.0 4 941
943 0.2361423224210739 -0.07293419539928436 1.0556244850158691 255 255 255 1.0 4 942
944 -0.3006134629249573 -0.07831768691539764 1.1480727195739746 255 255 255 1.0 4 943
945 0.1860286295413971 -0.06975839287042618 1.0082694292068481 255 255 255 1.0 4 944
946 0.26684334874153137 -0.0725095123052597 1.0524402856826782 255 255 255 1.0 4 945
947 0.26968610286712646 -0.07247647643089294 1.0503569841384888 255 255 255 1.0 4 946
948 0.26990941166877747 -0.07198883593082428 1.040969729423523 255 255 255 1.0 4 947
949 0.2838541269302368 -0.07208648324012756 1.0440561771392822 255 255 255 1.0 4 948
950 0.0006402250146493316 -0.06871690601110458 1.0031872987747192 255 255 255 1.0 4 949 4 954
951 0.10375652462244034 -0.0683494284749031 0.9946044087409973 255 255 255 1.0 4 950
952 0.19060634076595306 -0.07038891315460205 1.0239604711532593 255 255 255 1.0 4 951
953 0.19226519763469696 -0.07013975828886032 1.0215061902999878 255 255 255 1.0 4 952
954 0.057086195796728134 -0.0678585097193718 0.9913104176521301 255 255 255 1.0 4 953
955 0.2168085128068924 -0.07173050194978714 1.0462678670883179 255 255 255 1.0 4 949 4 954
956 0.27930518984794617 -0.07175851613283157 1.0448174476623535 255 255 255 1.0 4 955 4 959
957 0.2630532383918762 -0.0718379020690918 1.0487443208694458 255 255 255 1.0 4 956
958 0.0020769252441823483 -0.06739086657762527 0.996677577495575 255 255 255 1.0 4 957
959 0.006955558434128761 -0.06721498817205429 0.9942050576210022 255 255 255 1.0 4 958
960 0.1668941229581833 -0.06827214360237122 1.0065391063690186 255 255 255 1.0 4 955 4 959
961 0.1897301822900772 -0.06902748346328735 1.0170683860778809 255 255 255 1.0 4 960
962 -0.017015373334288597 -0.06759603321552277 1.004697561264038 255 255 255 1.0 4 961
963 0.004504451993852854 -0.06723880767822266 0.9983792901039124 255 255 255 1.0 4 962
964 0.1812531054019928 -0.06796770542860031 1.0059773921966553 255 255 255 1.0 4 963
965 0.22818700969219208 -0.07091795653104782 1.0496265888214111 255 255 255 1.0 4 964
966 -0.2637430727481842 -0.07465621083974838 1.1199169158935547 255 255 255 1.0 4 965
967 0.22044424712657928 -0.0706038624048233 1.0478346347808838 255 255 255 1.0 4 966
968 0.2778621315956116 -0.0705857127904892 1.0463770627975464 255 255 255 1.0 4 967
969 -0.20955079793930054 -0.07334501296281815 1.105889916419983 255 255 255 1.0 4 968
970 0.060354046523571014 -0.06612754613161087 0.9870548844337463 255 255 255 1.0 4 969
971 0.2749779522418976 -0.07013465464115143 1.0451126098632812 255 255 255 1.0 4 970
972 0.024326570332050323 -0.06597961485385895 0.9871107339859009 255 255 255 1.0 4 971
973 0.2253088653087616 -0.06961135566234589 1.0481884479522705 255 255 255 1.0 4 972
974 0.2473853975534439 -0.0699758231639862 1.05454421043396 255 255 255 1.0 4 973
975 -0.21767392754554749 -0.0726531594991684 1.1078084707260132 255 255 255 1.0 3 5568 4 974
976 0.10412801802158356 -0.06601560860872269 0.9983595013618469 255 255 255 1.0 4 975
977 0.2771858870983124 -0.06912779808044434 1.042385458946228 255 255 255 1.0 4 976
978 -0.25739601254463196 -0.07326697558164597 1.123016357421875 255 255 255 1.0 4 977
979 0.27939870953559875 -0.06892576068639755 1.040908932685852 255 255 255 1.0 4 978
980 -0.12284393608570099 -0.06818663328886032 1.0430952310562134 255 255 255 1.0 4 979
981 -0.002111847512423992 -0.06541282683610916 0.9959849715232849 255 255 255 1.0 4 980
982 0.001008539809845388 -0.06543299555778503 0.9973291158676147 255 255 255 1.0 4 981
983 0.27431485056877136 -0.06868046522140503 1.0411356687545776 255 255 255 1.0 4 982
984 0.2640804350376129 -0.06894855201244354 1.048414945602417 255 255 255 1.0 4 983
985 0.2788304388523102 -0.06837524473667145 1.040334939956665 255 255 255 1.0 4 984
986 -0.20768235623836517 -0.07128426432609558 1.1020046472549438 255 255 255 1.0 4 985
987 0.0444636270403862 -0.06442835927009583 0.9890884757041931 255 255 255 1.0 4 986 4 987
988 0.05765901133418083 -0.06444849818944931 0.9887233376502991 255 255 255 1.0 4 986 4 987
989 0.2312084585428238 -0.06854420900344849 1.0517171621322632 255 255 255 1.0 4 988
990 -0.25252532958984375 -0.07165537774562836 1.1154011487960815 255 255 255 1.0 4 989
991 -0.2117292433977127 -0.0709393322467804 1.102980613708496 255 255 255 1.0 4 990
992 0.005885012913495302 -0.06446484476327896 0.9949038624763489 255 255 255 1.0 4 991
993 0.27832990884780884 -0.06799650192260742 1.0454952716827393 255 255 255 1.0 4 992
994 0.003766322508454323 -0.06388480961322784 0.9924497008323669 255 255 255 1.0 4 993
995 0.05354542285203934 -0.06388003379106522 0.9904977679252625 255 255 255 1.0 4 994 4 995
996 0.057318076491355896 -0.0638657882809639 0.9889432787895203 255 255 255 1.0 4 994 4 995
997 0.24242138862609863 -0.06810667365789413 1.0519685745239258 255 255 255 1.0 4 996
998 -0.2124752551317215 -0.07016568630933762 1.1026265621185303 255 255 255 1.0 4 997
999 0.1523367315530777 -0.06416931748390198 0.997294545173645 255 255 255 1.0 4 998
1000 0.23609188199043274 -0.06787438690662384 1.0498833656311035 255 255 255 1.0 4 999
1001 0.26205506920814514 -0.06763920187950134 1.0494097471237183 255 255 255 1.0 4 1000 4 1001
1002 -0.2336905598640442 -0.07093839347362518 1.1171826124191284 255 255 255 1.0 4 1000 4 1001
1003 0.05394779145717621 -0.06320536881685257 0.9842481017112732 255 255 255 1.0 4 1002
1004 0.060405705124139786 -0.06348016113042831 0.9877902865409851 255 255 255 1.0 4 1003
1005 0.2566065192222595 -0.067405566573143 1.0498371124267578 255 255 255 1.0 4 1004
1006 -0.10585340112447739 -0.06586568802595139 1.037593126296997 255 255 255 1.0 4 1005
1007 -0.10216634720563889 -0.06577358394861221 1.0340152978897095 255 255 255 1.0 4 1006
1008 0.287250816822052 -0.06702908128499985 1.0428402423858643 255 255 255 1.0 4 1007 4 1008
1009 0.14984749257564545 -0.06367165595293045 0.9966589212417603 255 255 255 1.0 4 1007 4 1008
1010 0.2376735359430313 -0.06738293915987015 1.0557808876037598 255 255 255 1.0 4 1009
1011 0.26143878698349 -0.0669914036989212 1.046674132347107 255 255 255 1.0 4 1010
1012 -0.0010562295792624354 -0.06306193768978119 0.9926968812942505 255 255 255 1.0 4 1011
1013 0.059170205146074295 -0.06267104297876358 0.9848267436027527 255 255 255 1.0 4 1012
1014 0.06348663568496704 -0.06276353448629379 0.9882588386535645 255 255 255 1.0 4 1013
1015 0.23253133893013 -0.06707742810249329 1.0524004697799683 255 255 255 1.0 4 1014
1016 0.2536787688732147 -0.06690672785043716 1.0496797561645508 255 255 255 1.0 4 1015
1017 0.25655022263526917 -0.06693150103092194 1.0509828329086304 255 255 255 1.0 4 1016
1018 0.05260071903467178 -0.06246546283364296 0.9850692749023438 255 255 255 1.0 4 1017
1019 0.06098908558487892 -0.06253194063901901 0.986750066280365 255 255 255 1.0 4 1018
1020 0.24426335096359253 -0.066510871052742 1.0455193519592285 255 255 255 1.0 4 1019
1021 -0.2374127209186554 -0.06991478055715561 1.1181126832962036 255 255 255 1.0 4 1020
1022 -0.21140895783901215 -0.06897329539060593 1.103258490562439 255 255 255 1.0 4 1021
1023 -0.14991796016693115 -0.06653683632612228 1.0630030632019043 255 255 255 1.0 4 1022
1024 -0.10595765709877014 -0.06480597704648972 1.0319421291351318 255 255 255 1.0 4 1023
1025 0.0013543283566832542 -0.0627039223909378 0.9943991303443909 255 255 255 1.0 4 1024
1026 0.05568385124206543 -0.06228083744645119 0.9839287400245667 255 255 255 1.0 4 1025
1027 0.15075577795505524 -0.06303579360246658 0.998532235622406 255 255 255 1.0 4 1026
1028 0.24842527508735657 -0.0666479617357254 1.05424165725708 255 255 255 1.0 4 1027
1029 0.2637343406677246 -0.0660424754023552 1.04283607006073 255 255 255 1.0 4 1028
1030 0.26883557438850403 -0.06607888638973236 1.0426504611968994 255 255 255 1.0 4 1029
1031 0.06456232070922852 -0.06225735321640968 0.9883182644844055 255 255 255 1.0 4 1030
1032 0.15170785784721375 -0.06277720630168915 0.9951360821723938 255 255 255 1.0 4 1031
1033 0.22450564801692963 -0.0658552274107933 1.044514536857605 255 255 255 1.0 4 1032
1034 0.2654091417789459 -0.06588298082351685 1.0420506000518799 255 255 255 1.0 4 1033
1035 0.17269788682460785 -0.06317916512489319 1.0031521320343018 255 255 255 1.0 4 1034
1036 -0.062284521758556366 -0.06334682554006577 1.017343521118164 255 255 255 1.0 4 1035
1037 0.002393763978034258 -0.06207158789038658 0.9939076900482178 255 255 255 1.0 4 1036
1038 0.1510782390832901 -0.06240486353635788 0.9956308007240295 255 255 255 1.0 4 1037
1039 0.2631436586380005 -0.06544423848390579 1.043439507484436 255 255 255 1.0 4 1038
1040 -0.05843938887119293 -0.062914177775383 1.0129114389419556 255 255 255 1.0 4 1039
1041 0.2508818507194519 -0.06524118036031723 1.0426313877105713 255 255 255 1.0 4 1040
1042 0.28146183490753174 -0.06480811536312103 1.0367013216018677 255 255 255 1.0 4 1041
1043 0.2682344317436218 -0.06505725532770157 1.0432237386703491 255 255 255 1.0 4 1042
1044 0.10194297879934311 -0.06188206747174263 0.9973974823951721 255 255 255 1.0 4 1043
1045 0.10484783351421356 -0.061897266656160355 0.9986333250999451 255 255 255 1.0 4 1044
